web_scraper_order,web_scraper_start_url,nomor_sertifikat,tanggal_terbit,plg_id,nama_pemohon,nama_perangkat,merk,model,nama_pemasaran,negara
1782486209-33,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,68613/SDPPI/2020,11 Jun 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,CP1660 (AZH03EDK8AA9) 350-390 MHz,Motorola,Malaysia
1782486209-34,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,68529/SDPPI/2020,04 Jun 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,SRX2200 / H99QDH9PW7BN (380-470 MHz),Motorola,Malaysia
1782486209-35,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,68520/SDPPI/2020,04 Jun 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR E8608i (AZH69NDC9RA1AN) 350-400 MHz,Motorola,Malaysia
1782486209-36,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,68441/SDPPI/2020,28 Mei 2020,1889,"CITRADATA PURNAKHARISMA, PT.",Portable Radio,Motorola,XiR P8668i (136-174 MHz),Motorola,Malaysia
1782486209-37,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,68335/SDPPI/2020,18 Mei 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR P8660i / AZH56JDN9VA1AN (136-174 Mhz),Motorola,Malaysia
1782486209-38,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,68305/SDPPI/2020,15 Mei 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,MTP8550 EX / AZH17PCH6TZ5AN  (350-470 MHz),Motorola,Malaysia
1782486209-39,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,68247/SDPPI/2020,11 Mei 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR C1200/ AZH87JDC9JA2AN (136-174 MHz),Motorola,Malaysia
1782486209-40,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,68248/SDPPI/2020,11 Mei 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR C2660/ AZH87JDF9JA2AN (136-174 MHz),Motorola,Malaysia
1782486209-41,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,68223/SDPPI/2020,08 Mei 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR C2620/ AZH87JDH9JA2AN (136-174 MHz),Motorola,Malaysia
1782486209-42,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,68172/SDPPI/2020,04 Mei 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR C2660/AZH87NDF9JA2AN (350-400 MHz),Motorola,Malaysia
1782486209-43,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,68173/SDPPI/2020,04 Mei 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR C1200/AZH87NDC9JA2AN (350-400 MHz),Motorola,Malaysia
1782486209-44,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,68174/SDPPI/2020,04 Mei 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR C2620/AZH87NDH9JA2AN (350-400 MHz),Motorola,Malaysia
1782486209-45,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,67920/SDPPI/2020,17 Apr 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,"XiR E8600i, 350-400 MHz",Motorola,Malaysia
1782486209-46,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,67910/SDPPI/2020,17 Apr 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,"XiR P3688, 350-400 MHz",Motorola,Malaysia
1782486209-47,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,67803/SDPPI/2020,09 Apr 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,"APX2000, 380-440 MHz (Model 3)",Motorola,Malaysia
1782486209-48,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,67704/SDPPI/2020,06 Apr 2020,7126,"Mitratama Berkat Sejahtera, PT.",Portable Radio,HYT By Hytera,TC-580 UHF (350-390 MHz),HYT By Hytera,China
1782486209-49,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,67706/SDPPI/2020,06 Apr 2020,7126,"Mitratama Berkat Sejahtera, PT.",Portable Radio,HYT By Hytera,TC-700 UHF (350-390 MHz),HYT By Hytera,China
1782486209-50,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,66929/SDPPI/2020,03 Mar 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR C2660 (403-438 MHz),Motorola,Malaysia
1782486247-1,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,66845/SDPPI/2020,27 Feb 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,MTP6650 (350-470 MHz),Motorola,Malaysia
1782486247-2,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,66755/SDPPI/2020,24 Feb 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR P8660i (350-400 Mhz),Motorola,Malaysia
1782486247-3,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,66091/SDPPI/2020,27 Jan 2020,2410,"ALSSA CORPORINDO, PT.",Portable Radio Trunking,Tait,TP8140,Tait,New Zealand
1782486247-4,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,66092/SDPPI/2020,27 Jan 2020,2410,"ALSSA CORPORINDO, PT.",Portable Radio Trunking,Tait,TP8135,Tait,New Zealand
1782486247-5,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,66036/SDPPI/2020,24 Jan 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,CP1300 (136-174 Mhz),Motorola,Malaysia
1782486247-6,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,65906/SDPPI/2020,21 Jan 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR P8668i (800 MHz),Motorola,Malaysia
1782486247-7,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,65868/SDPPI/2020,20 Jan 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR P8600i  (350-400 Mhz),Motorola,Malaysia
1782486247-8,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,65813/SDPPI/2020,16 Jan 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR P8668i (136-174 Mhz),Motorola,Malaysia
1782486247-9,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,65802/SDPPI/2020,16 Jan 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR P8600i (136-174 Mhz),Motorola,Malaysia
1782486247-10,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,65698/SDPPI/2020,13 Jan 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,MTP 8550Ex (800 MHz),Motorola,Malaysia
1782486247-11,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,65657/SDPPI/2020,12 Jan 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,MTP 8500Ex (800 MHz),Motorola,Malaysia
1782486247-12,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,65651/SDPPI/2020,11 Jan 2020,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR P6600i (403-438 MHz),motorola,Malaysia
1782486247-13,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,65293/SDPPI/2019,26 Des 2019,2638,"SOG INDONESIA, PT.",POC Portable Radio,TeloSystems,TE580,TeloSystems TE580,China
1782486247-14,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,65225/SDPPI/2019,20 Des 2019,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,MTP 3500 (350-470 Mhz),Motorola,Malaysia
1782486247-15,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,65169/SDPPI/2019,17 Des 2019,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,SL2M (403 - 438 Mhz),Motorola,Malaysia
1782486247-16,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,65155/SDPPI/2019,16 Des 2019,2638,"SOG INDONESIA, PT.",POC Portable Radio,Hytera,PNC380,Hytera PNC380,China
1782486247-17,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,65049/SDPPI/2019,12 Des 2019,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,SL2K (403-438 Mhz),Motorola,Malaysia
1782486247-18,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,64822/SDPPI/2019,29 Nov 2019,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR P8668i (350-400 Mhz),Motorola,Malaysia
1782486247-19,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,64202/SDPPI/2019,31 Okt 2019,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,SRX 2200 (800 MHz),Motorola,United States
1782486247-20,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,63826/SDPPI/2019,10 Okt 2019,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR P3688 (403 - 470 MHz),Motorola,Malaysia
1782486247-21,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,63800/SDPPI/2019,10 Okt 2019,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR P3688 (136 - 174 MHz),Motorola,Malaysia
1782486247-22,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,63243/SDPPI/2019,17 Sep 2019,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR P6620i (403 - 438 MHz),Motorola,Malaysia
1782486247-23,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,63143/SDPPI/2019,11 Sep 2019,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR P6620i (136 - 174 MHz),Motorola,Malaysia
1782486247-24,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,62993/SDPPI/2019,04 Sep 2019,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,MTP3150 (800 MHz),Motorola,Malaysia
1782486247-25,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,62822/SDPPI/2019,26 Agu 2019,1998,"DHARMA DWITUNGGAL UTAMA, PT.",DIGITAL PORTABLE RADIO,EXCERA,EP5500 U3,EXCERA EP5500 U3,China
1782486247-26,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,62821/SDPPI/2019,26 Agu 2019,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,APX 2000 (800 MHz),Motorola,Malaysia
1782486247-27,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,62756/SDPPI/2019,22 Agu 2019,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR P6600i (136-174 MHz),Motorola,Malaysia
1782486247-28,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,62622/SDPPI/2019,15 Agu 2019,2638,"SOG INDONESIA, PT.",POC Portable Radio,Kirisun,W65,POC,China
1782486247-29,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,62460/SDPPI/2019,07 Agu 2019,2638,"SOG INDONESIA, PT.",POC Portable Radio,Kirisun,W60,POC,China
1782486247-30,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,62235/SDPPI/2019,27 Jul 2019,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,APX 3000 (380 - 440 MHz),Motorola,United States
1782486247-31,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,62163/SDPPI/2019,24 Jul 2019,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR P6620i (350 - 400 MHz),motorola,Malaysia
1782486247-32,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,62139/SDPPI/2019,23 Jul 2019,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR P6600i (350 - 400 MHz),Motorola,Malaysia
1782486247-33,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,61896/SDPPI/2019,28 Jun 2019,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR P8600i (403 - 438 MHz),Motorola,Malaysia
1782486247-34,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,61879/SDPPI/2019,26 Jun 2019,1774,"MOBILKOM TELEKOMINDO, PT.",Portable Radio,MOTOROLA,APX 2000 ( 806-870 Mhz ),motorola.inc,Malaysia
1782486247-35,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,61878/SDPPI/2019,26 Jun 2019,1774,"MOBILKOM TELEKOMINDO, PT.",Portable Radio,MOTOROLA,MTP 8550 EX ( 800 Mhz ),motorola.inc,Malaysia
1782486247-36,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,61804/SDPPI/2019,13 Jun 2019,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR P8660i (403-438 MHz),Motorola,Malaysia
1782486247-37,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,61090/SDPPI/2019,02 Apr 2019,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,MTP 3100 (350-430 MHz),Motorola,Malaysia
1782486247-38,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,60341/SDPPI/2019,20 Feb 2019,4773,"HARRISMA INFORMATIKA JAYA, PT.",PORTABLE RADIO,MOTOROLA,SL1M (403-440MHz),Motorola,Malaysia
1782486247-39,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,60203/SDPPI/2019,12 Feb 2019,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,SL2K (800 MHz),Motorola,Malaysia
1782486247-40,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,60142/SDPPI/2019,08 Feb 2019,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,CP1660 (136 - 174 MHz),Motorola,China
1782486247-41,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,60110/SDPPI/2019,05 Feb 2019,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR P8608i (403-438 mhZ),Motorola,Malaysia
1782486247-42,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,60015/SDPPI/2019,30 Jan 2019,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR P8668i (403 - 438 Mhz),Motorola,Malaysia
1782486247-43,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,59805/SDPPI/2019,17 Jan 2019,7860,"KARYA SOLUSI PRIMA SEJAHTERA, PT.",Digital Portable Radio,Hytera,PD788G U(1),Hytera,China
1782486247-44,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,58972/SDPPI/2018,29 Nov 2018,2027,"SIMOCO INDONESIA, PT.",Digital Portable Radio,Simoco EMEA,SDP760 T1,Simoco EMEA,China
1782486247-45,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,58872/SDPPI/2018,23 Nov 2018,7647,PT. TATA NIAGA RAYA,Portable Radio Bluetooth,SOUNESS,SNI-1577UT,SOUNESS,China
1782486247-46,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,58868/SDPPI/2018,23 Nov 2018,7647,PT. TATA NIAGA RAYA,Portable Radio Bluetooth,SOUNESS,SNI-1575UT,SOUNESS,China
1782486247-47,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,58536/SDPPI/2018,01 Nov 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,SL1M  (403 - 440 MHz),Motorola,Malaysia
1782486247-48,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,58335/SDPPI/2018,19 Okt 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,ATS 2500p (800 MHz),Motorola,Malaysia
1782486247-49,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,58333/SDPPI/2018,19 Okt 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,ATS 2500p (380 - 440 MHz),Motorola,Malaysia
1782486247-50,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,58216/SDPPI/2018,09 Okt 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,CP1660 (403 - 440 MHz),Motorola,China
1782486273-1,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,58084/SDPPI/2018,02 Okt 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,APX 1000i (800 MHz),Motorola,Malaysia
1782486273-2,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,58087/SDPPI/2018,02 Okt 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,APX 1000i (380-440 MHz),Motorola,Malaysia
1782486273-3,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,57784/SDPPI/2018,04 Sep 2018,1998,"DHARMA DWITUNGGAL UTAMA, PT.",DIGITAL PORTABLE RADIO,EXCERA,EP8100 U3,EXCERA EP8100 U3 DIGITAL PORTABLE RADIO,China
1782486273-4,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,57629/SDPPI/2018,09 Agu 2018,7877,PT MULTITECH TRANS NUSANTARA,Portable Radio Trunking,Motorola,"APX 1000,800 Mhz (TX 806-824,851-870Mhz,RX 851-870Mhz)",Motorola,Malaysia
1782486273-5,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,57612/SDPPI/2018,08 Agu 2018,1998,"DHARMA DWITUNGGAL UTAMA, PT.",Portable Radio,EXCERA,EP5800,,China
1782486273-6,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,57415/SDPPI/2018,27 Jul 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Mag One,VZ-28-G6-4 (403-438 MHz),,China
1782486273-7,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,57414/SDPPI/2018,27 Jul 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Mag One,VZ-20-G6-4 (403-438 MHz),,China
1782486273-8,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,57186/SDPPI/2018,13 Jul 2018,4773,"HARRISMA INFORMATIKA JAYA, PT.",Portable Radio,Motorola,SL2K (403-438 Mhz),Motorola,Malaysia
1782486273-9,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,56924/SDPPI/2018,22 Jun 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR P8628i (403-438 MHz),,Malaysia
1782486273-10,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,40032/I/SDPPI/2018,25 Mei 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,ATS 2500i 350-400Mhz,,Malaysia
1782486273-11,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,56533/SDPPI/2018,18 Mei 2018,7325,PT.HYTERA COMMUNICATIONS INDONESIA,Portable Radio,Hytera,PD 488 U(v)  (350-400Mhz),,China
1782486273-12,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,56318/SDPPI/2018,02 Mei 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Mag One,VZ 20 (350-390 MHz),,China
1782486273-13,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,39792/I/SDPPI/2018,02 Mei 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,"XiR P8608 Ex, 136-174Mhz",,Malaysia
1782486273-14,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,39793/I/SDPPI/2018,02 Mei 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,"XiR P8668 Ex, 136-174Mhz",,Malaysia
1782486273-15,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,56265/SDPPI/2018,27 Apr 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Mag One,VZ28 (136-174 MHz),,China
1782486273-16,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,56264/SDPPI/2018,27 Apr 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Mag One,VZ28 (350-390 MHz),,China
1782486273-17,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,39794/I/SDPPI/2018,27 Apr 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,ATS 2500i 800Mhz,,Malaysia
1782486273-18,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,56266/SDPPI/2018,27 Apr 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Mag One,VZ20 (136-174 MHz),,China
1782486273-19,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,56219/SDPPI/2018,25 Apr 2018,4773,"HARRISMA INFORMATIKA JAYA, PT.",Portable Radio,Motorola,XiR P8660i (350-400 Mhz),,Malaysia
1782486273-20,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,56055/SDPPI/2018,16 Apr 2018,1889,"CITRADATA PURNAKHARISMA, PT.",Portable Radio,Motorola,XiR P8660i (350-400 Mhz),,Malaysia
1782486273-21,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,54920/SDPPI/2018,09 Feb 2018,7250,CV.MARVIN AGUNG,Portable Radio,Hytera,PD 788 G VHF,,China
1782486273-22,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,54857/SDPPI/2018,06 Feb 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,MTP3100 (800 Mhz),Motorola,Malaysia
1782486273-23,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,38390/I/SDPPI/2018,06 Feb 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,"APX 1000, 136-174 Mhz",,Malaysia
1782486273-24,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,38374/I/SDPPI/2018,06 Feb 2018,1739,"WAHGO INTERNATIONAL, PT.",Digital & Analog Portable Radio,KENWOOD,NX-428 (Freq. 806-870 MHz),,Singapore
1782486273-25,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,38073/I/SDPPI/2018,24 Jan 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,"SL1M, 136-174 Mhz",,Malaysia
1782486273-26,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,54625/SDPPI/2018,24 Jan 2018,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,ST7000 (800 Mhz),Motorola,Malaysia
1782486273-27,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,54181/SDPPI/2017,29 Des 2017,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,XiR P8628i (136-174 Mhz),,Malaysia
1782486273-28,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,53760/SDPPI/2017,05 Des 2017,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,APX900 (800 Mhz),Motorola,Malaysia
1782486273-29,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,53761/SDPPI/2017,05 Des 2017,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,APX900 (380 - 440 Mhz),Motorola,Malaysia
1782486273-30,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,53762/SDPPI/2017,05 Des 2017,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Vertex Standard,VZ-20-G6-4 (403-438 Mhz),Vertex Standard,China
1782486273-31,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,53603/SDPPI/2017,27 Nov 2017,7238,PT.KAR POWERSHIP INDONESIA,DIGITAL PORTABLE RADIO,HYTERA,BD555,,China
1782486273-32,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,53483/SDPPI/2017,22 Nov 2017,4773,"HARRISMA INFORMATIKA JAYA, PT.",Portable Radio,Motorola,XiR P8668i (136-174 Mhz),,Malaysia
1782486273-33,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,53481/SDPPI/2017,22 Nov 2017,4773,"HARRISMA INFORMATIKA JAYA, PT.",Portable Radio,Motorola,XiR P8668i (350-400 Mhz),,Malaysia
1782486273-34,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,53364/SDPPI/2017,17 Nov 2017,4773,"HARRISMA INFORMATIKA JAYA, PT.",Portable Radio,Motorola,XiR P8668i (403-438Mhz),,Malaysia
1782486273-35,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,53363/SDPPI/2017,17 Nov 2017,4773,"HARRISMA INFORMATIKA JAYA, PT.",Portable Radio,Motorola,XiR P6620i (403-438 Mhz),,Malaysia
1782486273-36,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,53362/SDPPI/2017,17 Nov 2017,4773,"HARRISMA INFORMATIKA JAYA, PT.",Portable Radio,Motorola,XiR P3688/403-438 Mhz,,Malaysia
1782486273-37,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,53360/SDPPI/2017,17 Nov 2017,4773,"HARRISMA INFORMATIKA JAYA, PT.",Portable Radio,Motorola,"SL1M, 136-174 Mhz",,Malaysia
1782486273-38,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,37121/I/SDPPI/2017,09 Nov 2017,1758,"MOTOROLA  SOLUTIONS INDONESIA, PT.",Portable Radio,Motorola,"XiR P8660, 800 Mhz",,Malaysia
1782486273-39,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,52718/SDPPI/2017,27 Okt 2017,1774,"MOBILKOM TELEKOMINDO, PT.",Portable Radio,MOTOROLA,MTP 3100 ( 800 MHz ),,Malaysia
1782486273-40,https://sertifikasi.postel.go.id/sertifikat/sertifikat-terbit,36789/I/SDPPI/2017,24 Okt 2017,1739,"WAHGO INTERNATIONAL, PT.",Handy Talkie VHF Digital & Portable Radios,KENWOOD,NX-220 (136-174 MHz),,Singapore
