idx_listing,idx_djid,rank,judul_listing,identitas_djid,cosine_faiss,brand_listing,brand_djid,label,perlu_review
4,390,3,Radio HT Handy Talkie Berlin BL-968 BL 968 VHF & UHF Dual Band Output 10 Watt IP68 Original,LDT 800 (VHF Frek. 135-174 MHz),0.783271968,berlin,ldt,0,0
4,291,4,Radio HT Handy Talkie Berlin BL-968 BL 968 VHF & UHF Dual Band Output 10 Watt IP68 Original,JACOM JACOM JC-668 VHF 136-174Mhz,0.783220947,berlin,jacom,0,0
4,231,5,Radio HT Handy Talkie Berlin BL-968 BL 968 VHF & UHF Dual Band Output 10 Watt IP68 Original,Voxter UV-X5 ( 136-174 Mhz & 400-430 Mhz ),0.782793522,berlin,voxter,0,0
5,417,1,Radio HF / SSB / Base Station ICOM IC-718 HF ALL BAND TRANSCEIVER Original Garansi,ICOM VHF Transceiver / IC-F3003 (136 - 174 MHz),0.815847516,icom,icom,0,0
5,284,2,Radio HF / SSB / Base Station ICOM IC-718 HF ALL BAND TRANSCEIVER Original Garansi,ICOM VHF Transceiver / IC-F3003 (136 - 174 MHz),0.815847456,icom,icom,0,0
5,413,3,Radio HF / SSB / Base Station ICOM IC-718 HF ALL BAND TRANSCEIVER Original Garansi,ICOM VHF Air Band Transceiver / IC-A210,0.802066565,icom,icom,0,0
5,396,4,Radio HF / SSB / Base Station ICOM IC-718 HF ALL BAND TRANSCEIVER Original Garansi,ICOM 144 MHz FM Transceiver IC-2100H,0.785840154,icom,icom,0,0
5,360,5,Radio HF / SSB / Base Station ICOM IC-718 HF ALL BAND TRANSCEIVER Original Garansi,Alinco Dual Band Transceiver / DR-635 (VHF 144-147 MHz dan UHF 400 - 430 MHz),0.777099073,icom,alinco,0,0
6,1065,1,Repeater Kenwood NXR-1800 NXR 1800 UHF DMR 40 Watt Garansi  Resmi Indonesia,"Motorola XIR R8200, 136-174 MHz, 25-45 Watt",0.765379429,kenwood,motorola,0,0
6,1080,2,Repeater Kenwood NXR-1800 NXR 1800 UHF DMR 40 Watt Garansi  Resmi Indonesia,Hytera RD 988 UHF  (400-440 Mhz.) <= 50 watt,0.748917222,kenwood,hytera,0,0
6,1069,3,Repeater Kenwood NXR-1800 NXR 1800 UHF DMR 40 Watt Garansi  Resmi Indonesia,Hytera RD 988 UHF  (400-440 Mhz.) <= 50 watt,0.748917222,kenwood,hytera,0,0
6,1070,4,Repeater Kenwood NXR-1800 NXR 1800 UHF DMR 40 Watt Garansi  Resmi Indonesia,Hytera RD 988 UHF 350-400 Mhz <= 50 Watt,0.748325408,kenwood,hytera,0,0
6,1081,5,Repeater Kenwood NXR-1800 NXR 1800 UHF DMR 40 Watt Garansi  Resmi Indonesia,Hytera RD 988 VHF  (136-174 Mhz.) <= 50 Watt,0.740926981,kenwood,hytera,0,0
7,1065,1,Repeater Kenwood NXR-1700 NXR 1700 VHF DMR 50 Watt Garansi  Resmi Indonesia,"Motorola XIR R8200, 136-174 MHz, 25-45 Watt",0.772135019,kenwood,motorola,0,0
7,1080,2,Repeater Kenwood NXR-1700 NXR 1700 VHF DMR 50 Watt Garansi  Resmi Indonesia,Hytera RD 988 UHF  (400-440 Mhz.) <= 50 watt,0.763235033,kenwood,hytera,0,0
7,1069,3,Repeater Kenwood NXR-1700 NXR 1700 VHF DMR 50 Watt Garansi  Resmi Indonesia,Hytera RD 988 UHF  (400-440 Mhz.) <= 50 watt,0.763234973,kenwood,hytera,0,0
7,1070,4,Repeater Kenwood NXR-1700 NXR 1700 VHF DMR 50 Watt Garansi  Resmi Indonesia,Hytera RD 988 UHF 350-400 Mhz <= 50 Watt,0.757029474,kenwood,hytera,0,0
7,1081,5,Repeater Kenwood NXR-1700 NXR 1700 VHF DMR 50 Watt Garansi  Resmi Indonesia,Hytera RD 988 VHF  (136-174 Mhz.) <= 50 Watt,0.755527973,kenwood,hytera,0,0
8,341,1,Radio RiG Mobiel Base Kenwood NX-1800HD NX 1800HD UHF Digital 45 Watt Garansi  Resmi Indonesia,KENWOOD Digital Mobile Radio 700/800MHz FM & P25 / TK-5910,0.763125539,kenwood,kenwood,0,0
8,717,2,Radio RiG Mobiel Base Kenwood NX-1800HD NX 1800HD UHF Digital 45 Watt Garansi  Resmi Indonesia,KENWOOD NX-428 (Freq. 806-870 MHz),0.744255424,kenwood,kenwood,0,0
8,306,3,Radio RiG Mobiel Base Kenwood NX-1800HD NX 1800HD UHF Digital 45 Watt Garansi  Resmi Indonesia,KENWOOD Mobile Radio UHF FM Transceiver 350-399 MHz /  TK-8185,0.741748691,kenwood,kenwood,0,1
8,513,4,Radio RiG Mobiel Base Kenwood NX-1800HD NX 1800HD UHF Digital 45 Watt Garansi  Resmi Indonesia,Hytera HM688,0.733038545,kenwood,hytera,0,0
8,882,5,Radio RiG Mobiel Base Kenwood NX-1800HD NX 1800HD UHF Digital 45 Watt Garansi  Resmi Indonesia,KIRISUN PT3800 (1) (Freq. 136-174 Mhz),0.729018688,kenwood,kirisun,0,0
9,341,1,Radio RiG Mobiel Base Kenwood NX-1700HD NX 1700HD VHF Digital 50 Watt Garansi  Resmi Indonesia,KENWOOD Digital Mobile Radio 700/800MHz FM & P25 / TK-5910,0.776164174,kenwood,kenwood,0,0
9,306,2,Radio RiG Mobiel Base Kenwood NX-1700HD NX 1700HD VHF Digital 50 Watt Garansi  Resmi Indonesia,KENWOOD Mobile Radio UHF FM Transceiver 350-399 MHz /  TK-8185,0.748228133,kenwood,kenwood,0,0
9,717,3,Radio RiG Mobiel Base Kenwood NX-1700HD NX 1700HD VHF Digital 50 Watt Garansi  Resmi Indonesia,KENWOOD NX-428 (Freq. 806-870 MHz),0.740892708,kenwood,kenwood,0,0
9,513,4,Radio RiG Mobiel Base Kenwood NX-1700HD NX 1700HD VHF Digital 50 Watt Garansi  Resmi Indonesia,Hytera HM688,0.735111058,kenwood,hytera,0,0
9,260,5,Radio RiG Mobiel Base Kenwood NX-1700HD NX 1700HD VHF Digital 50 Watt Garansi  Resmi Indonesia,VOXTER UV-B5 (400-430 MHz & 136-174 MHz),0.72493875,kenwood,voxter,0,0
10,619,1,Motorola versi baru K head air duct walkie-talkie headset cocok untuk C51 C1,Motorola XiR C2660,0.542871892,motorola,motorola,0,0
10,617,2,Motorola versi baru K head air duct walkie-talkie headset cocok untuk C51 C1,Motorola XiR C2660,0.542871892,motorola,motorola,0,0
10,602,3,Motorola versi baru K head air duct walkie-talkie headset cocok untuk C51 C1,Motorola XiR C2660,0.542871892,motorola,motorola,0,0
10,601,4,Motorola versi baru K head air duct walkie-talkie headset cocok untuk C51 C1,Motorola XiR C2620,0.541962922,motorola,motorola,0,0
10,568,5,Motorola versi baru K head air duct walkie-talkie headset cocok untuk C51 C1,Motorola XiR C2620,0.541962922,motorola,motorola,0,0
11,619,1,Motorola versi baru K head air duct walkie-talkie headset cocok untuk C51 C1,Motorola XiR C2660,0.542871892,motorola,motorola,0,0
11,617,2,Motorola versi baru K head air duct walkie-talkie headset cocok untuk C51 C1,Motorola XiR C2660,0.542871892,motorola,motorola,0,0
11,602,3,Motorola versi baru K head air duct walkie-talkie headset cocok untuk C51 C1,Motorola XiR C2660,0.542871892,motorola,motorola,0,0
11,601,4,Motorola versi baru K head air duct walkie-talkie headset cocok untuk C51 C1,Motorola XiR C2620,0.541962922,motorola,motorola,0,0
11,568,5,Motorola versi baru K head air duct walkie-talkie headset cocok untuk C51 C1,Motorola XiR C2620,0.541962922,motorola,motorola,0,0
12,354,1,HT Motorola GP338 Plus Walkie Talkie Handy Talky outdoor 15Watt 20KM FM radio copy frequency Garansi 12 bulan,Motorola Radio Portable/GP3188 Freq 146-174MHz,0.787688851,motorola,motorola,0,0
12,787,2,HT Motorola GP338 Plus Walkie Talkie Handy Talky outdoor 15Watt 20KM FM radio copy frequency Garansi 12 bulan,Motorola GP328 (136-174 Mhz),0.771333814,motorola,motorola,0,0
12,415,3,HT Motorola GP338 Plus Walkie Talkie Handy Talky outdoor 15Watt 20KM FM radio copy frequency Garansi 12 bulan,"Motorola Portable Radio UHF / GP 338 Plus, Freq. 330-400 MHz",0.768694043,motorola,motorola,0,1
12,1228,4,HT Motorola GP338 Plus Walkie Talkie Handy Talky outdoor 15Watt 20KM FM radio copy frequency Garansi 12 bulan,MOTOROLA XiR C2620,0.768160641,motorola,motorola,0,0
12,39,5,HT Motorola GP338 Plus Walkie Talkie Handy Talky outdoor 15Watt 20KM FM radio copy frequency Garansi 12 bulan,MOTOROLA XiR C2620,0.768160641,motorola,motorola,0,0
13,120,1,HT Motorola R7plus / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,Motorola XiR M8668i VHF 136-174Mhz,0.801624954,motorola,motorola,0,0
13,1228,2,HT Motorola R7plus / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,MOTOROLA XiR C2620,0.792647719,motorola,motorola,0,0
13,39,3,HT Motorola R7plus / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,MOTOROLA XiR C2620,0.792647719,motorola,motorola,0,0
13,49,4,HT Motorola R7plus / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,Motorola TLK 110,0.792391002,motorola,motorola,0,0
13,1199,5,HT Motorola R7plus / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,MOTOROLA XiR M8668i,0.792153835,motorola,motorola,0,0
14,402,1,HT Motorola 370plus IP68 Tahan Air Walkie-Talkie with 20KM Range and Full Band Support - Type-C Fast Charging Ideal for Large Areas Like Palm Tree Farms,Motorola MOTOTRBO XiR™ M8268,0.583304524,motorola,motorola,0,0
14,675,2,HT Motorola 370plus IP68 Tahan Air Walkie-Talkie with 20KM Range and Full Band Support - Type-C Fast Charging Ideal for Large Areas Like Palm Tree Farms,Motorola XiR P6600i (350 - 400 MHz),0.570880353,motorola,motorola,0,0
14,563,3,HT Motorola 370plus IP68 Tahan Air Walkie-Talkie with 20KM Range and Full Band Support - Type-C Fast Charging Ideal for Large Areas Like Palm Tree Farms,Motorola Mototrbo XiR P6600i ( 136-174 MHz ),0.569455504,motorola,motorola,0,0
14,638,4,HT Motorola 370plus IP68 Tahan Air Walkie-Talkie with 20KM Range and Full Band Support - Type-C Fast Charging Ideal for Large Areas Like Palm Tree Farms,"Motorola XiR E8600i, 350-400 MHz",0.568319082,motorola,motorola,0,0
14,674,5,HT Motorola 370plus IP68 Tahan Air Walkie-Talkie with 20KM Range and Full Band Support - Type-C Fast Charging Ideal for Large Areas Like Palm Tree Farms,Motorola XiR P6620i (350 - 400 MHz),0.567290187,motorola,motorola,0,0
15,402,1,HT Motorola GP450 IP68 Tahan Air Walkie-Talkie with 20KM Range and Full Band Support - Type-C Fast Charging Ideal for Large Areas Like,Motorola MOTOTRBO XiR™ M8268,0.5941149,motorola,motorola,0,0
15,675,2,HT Motorola GP450 IP68 Tahan Air Walkie-Talkie with 20KM Range and Full Band Support - Type-C Fast Charging Ideal for Large Areas Like,Motorola XiR P6600i (350 - 400 MHz),0.592016935,motorola,motorola,0,0
15,638,3,HT Motorola GP450 IP68 Tahan Air Walkie-Talkie with 20KM Range and Full Band Support - Type-C Fast Charging Ideal for Large Areas Like,"Motorola XiR E8600i, 350-400 MHz",0.587196767,motorola,motorola,0,0
15,563,4,HT Motorola GP450 IP68 Tahan Air Walkie-Talkie with 20KM Range and Full Band Support - Type-C Fast Charging Ideal for Large Areas Like,Motorola Mototrbo XiR P6600i ( 136-174 MHz ),0.585850656,motorola,motorola,0,0
15,674,5,HT Motorola GP450 IP68 Tahan Air Walkie-Talkie with 20KM Range and Full Band Support - Type-C Fast Charging Ideal for Large Areas Like,Motorola XiR P6620i (350 - 400 MHz),0.585549891,motorola,motorola,0,0
16,120,1,HT Motorola GP308 / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,Motorola XiR M8668i VHF 136-174Mhz,0.809547305,motorola,motorola,0,0
16,1228,2,HT Motorola GP308 / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,MOTOROLA XiR C2620,0.805910528,motorola,motorola,0,0
16,39,3,HT Motorola GP308 / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,MOTOROLA XiR C2620,0.805910528,motorola,motorola,0,0
16,49,4,HT Motorola GP308 / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,Motorola TLK 110,0.80306226,motorola,motorola,0,0
16,1188,5,HT Motorola GP308 / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,MOTOROLA XiR C2660,0.802684963,motorola,motorola,0,0
17,240,1,HT motolola Two Way Radio Walkie Talkie Dual Band long range 10KM Original Motolola High Power 10Watt High Capacity 6800mAh,MOTOROLA SLR 5300 VHF 136-174MHZ,0.661774755,,motorola,0,1
17,239,2,HT motolola Two Way Radio Walkie Talkie Dual Band long range 10KM Original Motolola High Power 10Watt High Capacity 6800mAh,MOTOROLA SLR 5300 UHF 350-400MHZ,0.648085952,,motorola,0,1
17,336,3,HT motolola Two Way Radio Walkie Talkie Dual Band long range 10KM Original Motolola High Power 10Watt High Capacity 6800mAh,"Motorola XiR P8200, 350-400Mhz",0.645770073,,motorola,0,1
17,402,4,HT motolola Two Way Radio Walkie Talkie Dual Band long range 10KM Original Motolola High Power 10Watt High Capacity 6800mAh,Motorola MOTOTRBO XiR™ M8268,0.644758344,,motorola,0,1
17,335,5,HT motolola Two Way Radio Walkie Talkie Dual Band long range 10KM Original Motolola High Power 10Watt High Capacity 6800mAh,"Motorola XiR P8260, 350-400Mhz",0.641308129,,motorola,0,1
18,240,1,HT motorola Two Way Radio Walkie Talkie Dual Band long range 10KM Original Motorola GT-13 High Power 10Watt High Capacity 6800mAh,MOTOROLA SLR 5300 VHF 136-174MHZ,0.753624499,motorola,motorola,0,0
18,164,2,HT motorola Two Way Radio Walkie Talkie Dual Band long range 10KM Original Motorola GT-13 High Power 10Watt High Capacity 6800mAh,Motorola XiR M3688 VHF 136-174 MHz,0.745776176,motorola,motorola,0,0
18,239,3,HT motorola Two Way Radio Walkie Talkie Dual Band long range 10KM Original Motorola GT-13 High Power 10Watt High Capacity 6800mAh,MOTOROLA SLR 5300 UHF 350-400MHZ,0.741547048,motorola,motorola,0,0
18,225,4,HT motorola Two Way Radio Walkie Talkie Dual Band long range 10KM Original Motorola GT-13 High Power 10Watt High Capacity 6800mAh,MOTOROLA SLR 5300 UHF 400-470MHZ,0.734758139,motorola,motorola,0,0
18,168,5,HT motorola Two Way Radio Walkie Talkie Dual Band long range 10KM Original Motorola GT-13 High Power 10Watt High Capacity 6800mAh,Motorola XiR P3688 VHF (136-174 MHz),0.734653711,motorola,motorola,0,0
19,80,1,[Memberikan Headphone]HT Motorola R7plus / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,Motorola XiR M3688,0.769972742,motorola,motorola,0,0
19,77,2,[Memberikan Headphone]HT Motorola R7plus / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,Motorola XiR M3688,0.769972742,motorola,motorola,0,0
19,100,3,[Memberikan Headphone]HT Motorola R7plus / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,Motorola XiR M6660,0.765309215,motorola,motorola,0,0
19,85,4,[Memberikan Headphone]HT Motorola R7plus / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,Motorola XiR M6660,0.765309215,motorola,motorola,0,0
19,49,5,[Memberikan Headphone]HT Motorola R7plus / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,Motorola TLK 110,0.763654232,motorola,motorola,0,0
20,665,1,Motorola T66 Headphone khusus Hanya cocok untuk radio T66,Motorola XiR P6620i (403 - 438 MHz),0.723934591,motorola,motorola,0,0
20,561,2,Motorola T66 Headphone khusus Hanya cocok untuk radio T66,Motorola XiR P6620i (403 - 438 MHz),0.723934591,motorola,motorola,0,0
20,655,3,Motorola T66 Headphone khusus Hanya cocok untuk radio T66,Motorola XiR P6600i (403-438 MHz),0.712189078,motorola,motorola,0,0
20,623,4,Motorola T66 Headphone khusus Hanya cocok untuk radio T66,Motorola XiR P6600i (403-438 MHz),0.712189078,motorola,motorola,0,0
20,564,5,Motorola T66 Headphone khusus Hanya cocok untuk radio T66,Motorola XiR P6600i (403-438 MHz),0.712189078,motorola,motorola,0,0
21,733,1,【4PCS】BF 888s Walkie Talkie Jarak Jauh 10km(Max) 2800mAH HT Wlan UHF 2 Units Handy Talky Waterproof Portable With Charger / Headset,KENWOOD NX-220 (136-174 MHz),0.521682978,,kenwood,0,1
21,1057,2,【4PCS】BF 888s Walkie Talkie Jarak Jauh 10km(Max) 2800mAH HT Wlan UHF 2 Units Handy Talky Waterproof Portable With Charger / Headset,Hytera RD 968 UHF (400-470Mhz),0.5062778,,hytera,0,1
21,689,3,【4PCS】BF 888s Walkie Talkie Jarak Jauh 10km(Max) 2800mAH HT Wlan UHF 2 Units Handy Talky Waterproof Portable With Charger / Headset,SOUNESS SNI-1575UT,0.502532005,,souness,0,1
21,212,4,【4PCS】BF 888s Walkie Talkie Jarak Jauh 10km(Max) 2800mAH HT Wlan UHF 2 Units Handy Talky Waterproof Portable With Charger / Headset,WEIERWEI VEV-3288s,0.496223718,,weierwei,0,1
21,214,5,【4PCS】BF 888s Walkie Talkie Jarak Jauh 10km(Max) 2800mAH HT Wlan UHF 2 Units Handy Talky Waterproof Portable With Charger / Headset,WEIERWEI UV-5R,0.496216536,,weierwei,0,1
22,1228,1,[4unit]HT Motorola GP308 / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,MOTOROLA XiR C2620,0.808377862,motorola,motorola,0,0
22,39,2,[4unit]HT Motorola GP308 / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,MOTOROLA XiR C2620,0.808377862,motorola,motorola,0,0
22,120,3,[4unit]HT Motorola GP308 / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,Motorola XiR M8668i VHF 136-174Mhz,0.807977259,motorola,motorola,0,0
22,49,4,[4unit]HT Motorola GP308 / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,Motorola TLK 110,0.807781041,motorola,motorola,0,0
22,1188,5,[4unit]HT Motorola GP308 / MOTOROLA Handy Talky Radio HT/ 10Watt IP54 9800MaH Antena Radio HT TWO WAY Radio HT Walkie Talkie Walky,MOTOROLA XiR C2660,0.80585444,motorola,motorola,0,0
23,932,1,HT Motorola T68 POC GLOBAL OSAKA SIMCARD PERMANEN WALKIE TALKIE,MOTOROLA SLR 5300,0.623566151,motorola,motorola,0,0
23,1045,2,HT Motorola T68 POC GLOBAL OSAKA SIMCARD PERMANEN WALKIE TALKIE,Motorola SLR5300 (403 - 438 MHz),0.616094232,motorola,motorola,0,0
23,983,3,HT Motorola T68 POC GLOBAL OSAKA SIMCARD PERMANEN WALKIE TALKIE,Motorola SLR 5300 VHF 136-174 MHz,0.616046071,motorola,motorola,0,0
23,958,4,HT Motorola T68 POC GLOBAL OSAKA SIMCARD PERMANEN WALKIE TALKIE,Motorola SLR8000,0.615193546,motorola,motorola,0,0
23,931,5,HT Motorola T68 POC GLOBAL OSAKA SIMCARD PERMANEN WALKIE TALKIE,MOTOROLA SLR5300,0.613685846,motorola,motorola,0,0
24,402,1,HT Motorola GT-15 IP68 Tahan Air Walkie-Talkie with 20KM Range and Full Band Support Fast Charging Ideal for Large Areas Like Palm Tree Farms,Motorola MOTOTRBO XiR™ M8268,0.61644423,motorola,motorola,0,0
24,563,2,HT Motorola GT-15 IP68 Tahan Air Walkie-Talkie with 20KM Range and Full Band Support Fast Charging Ideal for Large Areas Like Palm Tree Farms,Motorola Mototrbo XiR P6600i ( 136-174 MHz ),0.596983969,motorola,motorola,0,0
24,403,3,HT Motorola GT-15 IP68 Tahan Air Walkie-Talkie with 20KM Range and Full Band Support Fast Charging Ideal for Large Areas Like Palm Tree Farms,Motorola MOTOTRBO XiR™ P8268,0.595615864,motorola,motorola,0,0
24,638,4,HT Motorola GT-15 IP68 Tahan Air Walkie-Talkie with 20KM Range and Full Band Support Fast Charging Ideal for Large Areas Like Palm Tree Farms,"Motorola XiR E8600i, 350-400 MHz",0.583628356,motorola,motorola,0,0
24,670,5,HT Motorola GT-15 IP68 Tahan Air Walkie-Talkie with 20KM Range and Full Band Support Fast Charging Ideal for Large Areas Like Palm Tree Farms,Motorola XiR P6600i (136-174 MHz),0.583515644,motorola,motorola,0,0
25,638,1,mini HT Walkie-Talkie MOTOROLA C16 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,"Motorola XiR E8600i, 350-400 MHz",0.682361007,motorola,motorola,0,0
25,675,2,mini HT Walkie-Talkie MOTOROLA C16 Baterai 9800mAh 120 hours standby radio 400-470MHZ Portable walkie-talkie,Motorola XiR P6600i (350 - 400 MHz),0.678439617,motorola,motorola,0,0
